condition,drugName,rating,usefulCount
ADHD,Dextroamphetamine,8,42
Nasal Congestion,Vicks Sinex 12-Hour Decongestant Nasal Spray,10,2
Emergency Contraception,Levonorgestrel,10,3
Urinary Tract Infection,Hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium biphosphate,6,56
Pain,Voltaren,9,50
Plaque Psoriasis,Apremilast,2,24
Erectile Dysfunction,Alprostadil,10,32
Erectile Dysfunction,Vardenafil,9,125
Birth Control,Mirena,10,2
Anxiety,Escitalopram,9,10
Depression,Parnate,10,5
Insomnia,Trazodone,8,2
Birth Control,Ethinyl estradiol / levonorgestrel,10,42
Depression,Trintellix,8,39
Birth Control,Mirena,10,13
Diverticulitis,Ciprofloxacin,8,15
Anesthesia,Propofol,10,39
Vaginal Yeast Infection,Tioconazole,1,1
Birth Control,Lutera,1,2
Psoriasis,Betamethasone / calcipotriene,3,12
Anxiety,Bupropion,10,48
Diarrhea,Paregoric,7,20
Pain,Acetaminophen / hydrocodone,3,1
Urinary Tract Infection,Macrobid,1,55
Acne,Ethinyl estradiol / norethindrone,10,9
Birth Control,Ethinyl estradiol / levonorgestrel,7,5
Constipation,Phillips' Milk of Magnesia,10,18
Depression,Bupropion,10,6
Weight Loss,Phentermine,10,112
Bowel Preparation,Polyethylene glycol 3350 with electrolytes,4,6
Period Pain,Ponstel,9,22
"Asthma, Maintenance",Beclomethasone,2,7
Major Depressive Disorde,Vortioxetine,9,97
Restless Legs Syndrome,Gabapentin,8,39
Birth Control,Ethinyl estradiol / norethindrone,5,9
Depression,Vortioxetine,1,52
Muscle Spasm,Flexeril,9,52
"Onychomycosis, Toenail",Kerydin,3,7
Bipolar Disorde,Risperidone,1,13
Chronic Pain,Kadian,7,32
Atopic Dermatitis,Pimecrolimus,9,1
Cold Sores,Valtrex,10,10
Insomnia,Seconal,10,35
Major Depressive Disorde,Mirtazapine,10,26
Birth Control,Ethinyl estradiol / etonogestrel,10,13
Social Anxiety Disorde,Risperidone,1,8
Bowel Preparation,MoviPrep,4,6
GERD,Dexlansoprazole,1,43
High Blood Pressure,Losartan,5,22
Muscle Spasm,Carisoprodol,1,38
"Diabetes, Type 2",Liraglutide,1,27
Anxiety,Lexapro,9,70
Photoaging of the Skin,Tretinoin,10,76
Seizures,Levetiracetam,7,73
Prostate Cance,Bicalutamide,9,42
Depression,Risperdal M-Tab,10,54
Vaginal Yeast Infection,Monistat 7-Day Combination Pack,1,3
Obesity,Orlistat,1,25
Depression,Bupropion,8,51
Migraine,Zomig,1,5
Birth Control,Nexplanon,1,4
Bipolar Disorde,Aripiprazole,10,50
ADHD,Amphetamine,10,19
Generalized Anxiety Disorde,Venlafaxine,10,49
Bacterial Vaginitis,Metronidazole,8,0
Birth Control,Levonorgestrel,5,3
Emergency Contraception,Plan B,10,1
Bipolar Disorde,Aripiprazole,10,6
Major Depressive Disorde,Vilazodone,1,13
Birth Control,Drospirenone / ethinyl estradiol,3,3
Panic Disorde,Xanax,8,46
Emergency Contraception,Levonorgestrel,10,29
Birth Control,Nora-Be,8,13
Emergency Contraception,Levonorgestrel,10,11
Birth Control,Sprintec,10,9
Bacterial Vaginitis,Metronidazole,9,42
Hot Flashes,Gabapentin,10,36
Generalized Anxiety Disorde,Quetiapine,5,9
Anorexia,Cyproheptadine,8,63
Emergency Contraception,Plan B,10,2
Major Depressive Disorde,Vortioxetine,10,68
Generalized Anxiety Disorde,Paroxetine,6,3
Birth Control,Mirena,7,0
Birth Control,Skyla,6,3
"COPD, Maintenance",Tiotropium,4,47
Urinary Tract Infection,SMZ-TMP DS,1,17
Arrhythmia,Calan SR,7,19
Obesity,Bupropion / naltrexone,9,24
Pain,Kadian,10,36
Hyperhidrosis,Aluminum chloride hexahydrate,10,5
Birth Control,Alesse,1,0
Bipolar Disorde,Lamictal,10,15
Postmenopausal Symptoms,Mimvey,1,0
ibromyalgia,Gabapentin,10,199
Cough and Nasal Congestion,Rezira,7,1
Depression,Vortioxetine,9,68
Birth Control,Ortho Tri-Cyclen,1,7
Birth Control,Mirena,1,10
Birth Control,Ortho Tri-Cyclen,9,1
Opiate Dependence,Suboxone,10,9
Smoking Cessation,Bupropion,8,10
ibromyalgia,Duloxetine,1,75
Birth Control,Ethinyl estradiol / norethindrone,2,0
Irritable Bowel Syndrome,Doxepin,10,55
Birth Control,Levonorgestrel,8,1
ibromyalgia,Milnacipran,10,166
ADHD,Adderall,6,122
Birth Control,Etonogestrel,10,6
ibromyalgia,Lyrica,9,69
Acute Coronary Syndrome,Brilinta,5,33
Nausea/Vomiting of Pregnancy,Doxylamine / pyridoxine,10,7
Ulcerative Colitis,Prednisone,6,43
Back Pain,Tramadol,1,18
ADHD,Intuniv,2,20
"Diabetes, Type 2",Trulicity,8,9
Weight Loss,Liraglutide,8,20
"Diabetes, Type 1",Insulin degludec,1,21
Multiple Sclerosis,Tysabri,10,81
Inflammatory Bowel Disease,Entocort EC,1,12
Major Depressive Disorde,Fluoxetine,1,7
Depression,Venlafaxine,8,3
Insomnia,Temazepam,1,5
Anxiety and Stress,Citalopram,1,11
Migraine Prevention,Topiramate,6,11
Depression,Desvenlafaxine,10,65
"Breast Cancer, Metastatic",Bevacizumab,9,13
Anxiety,Nefazodone,10,22
Birth Control,Etonogestrel,1,0
Bipolar Disorde,Lamotrigine,10,61
Strep Throat,Cefdinir,10,3
acial Wrinkles,AbobotulinumtoxinA,10,10
Birth Control,Copper,8,2
Cough,Guaifenesin,9,47
Vaginal Yeast Infection,Tioconazole,1,2
ADHD,Methylphenidate,7,34
Multiple Sclerosis,Copaxone,10,32
Acne,Sulfamethoxazole / trimethoprim,1,4
Allergic Urticaria,Hydroxyzine,9,41
35</span> users found this comment helpful.,Namenda,10,35
Acne,Ziana,7,8
Hyperhidrosis,Aluminum chloride hexahydrate,10,1
Human Papilloma Virus,Imiquimod,8,13
Birth Control,ParaGard,10,9
Sedation,Hydroxyzine,10,50
Anxiety,Escitalopram,10,16
Vaginal Yeast Infection,Tioconazole,1,2
Bipolar Disorde,Seroquel,2,10
Birth Control,ParaGard,9,11
High Blood Pressure,Amlodipine,3,90
Birth Control,Nexplanon,1,7
Pain,Lidocaine,4,3
Pain,Celecoxib,9,70
Depression,Duloxetine,4,8
Abnormal Uterine Bleeding,Mirena,10,30
Birth Control,Ethinyl estradiol / norethindrone,8,4
Smoking Cessation,Varenicline,9,23
Birth Control,Nexplanon,8,9
Emergency Contraception,Plan B One-Step,10,17
Cough,Chlorpheniramine / hydrocodone,10,16
Acne,Doxycycline,5,13
Menorrhagia,Lysteda,3,28
Birth Control,Levonorgestrel,10,4
Multiple Sclerosis,Teriflunomide,7,29
Birth Control,Ethinyl estradiol / levonorgestrel,2,9
,Phentermine,10,5
Depression,Citalopram,8,9
Birth Control,Chateal,1,7
"Glaucoma, Open Angle",Xalatan,10,66
Birth Control,Drospirenone / ethinyl estradiol,3,2
Birth Control,Junel Fe 1 / 20,7,3
Vaginal Yeast Infection,Miconazole,3,10
Pain,Acetaminophen / hydrocodone,6,5
Birth Control,Ethinyl estradiol / norethindrone,1,5
ibromyalgia,Milnacipran,10,52
Nasal Congestion,Oxymetazoline,2,11
Insomnia,Mirtazapine,10,30
Birth Control,Implanon,10,1
Depression,Trintellix,5,38
Abnormal Uterine Bleeding,Depo-Provera,1,17
Plaque Psoriasis,Secukinumab,10,15
Depression,Desvenlafaxine,9,34
,Olanzapine,9,12
Psoriasis,Betamethasone / calcipotriene,10,12
Depression,Viibryd,4,42
Depression,Viibryd,10,15
"Sexual Dysfunction, SSRI Induced",Viagra,9,22
Insomnia,Silenor,10,38
Alcohol Dependence,Naltrexone,10,17
Birth Control,Tri-Sprintec,5,0
Seizures,Brivaracetam,1,1
Abnormal Uterine Bleeding,Ortho Micronor,10,15
,Fexofenadine,5,9
Anxiety,Lexapro,9,88
Generalized Anxiety Disorde,Quetiapine,10,176
Urinary Tract Stones,Tamsulosin,9,75
Birth Control,Dienogest / estradiol,1,10
Pain,Tramadol,3,9
,Infliximab,10,0
Obesity,Liraglutide,8,6
Depression,Mirtazapine,9,14
Depression,Bupropion,1,10
Major Depressive Disorde,Bupropion,10,27
Herpes Simplex,Docosanol,1,7
Hepatitis C,Elbasvir / grazoprevir,10,13
Birth Control,Etonogestrel,6,7
Weight Loss,Lorcaserin,4,2
Birth Control,Etonogestrel,8,0
Acne,Aczone,9,17
Pain,Hysingla ER,1,25
Cough,Chlorpheniramine / hydrocodone,9,13
High Blood Pressure,Valsartan,2,16
Birth Control,Ethinyl estradiol / norethindrone,2,2
Emergency Contraception,Levonorgestrel,10,11
Erectile Dysfunction,Tadalafil,10,77
Weight Loss,Adipex-P,10,108
Depression,Vortioxetine,7,24
Insomnia,Mirtazapine,9,40
Arrhythmia,Tikosyn,10,51
Depression,Viibryd,1,17
Osteoarthritis,Indocin,10,21
Birth Control,Ortho Evra,10,11
Birth Control,Implanon,9,2
Pain,Norco,8,102
Birth Control,Ethinyl estradiol / norethindrone,3,2
Constipation,Bisacodyl,10,3
ibromyalgia,Pristiq,6,19
Birth Control,Levonorgestrel,9,15
Cough,Codeine / guaifenesin,10,27
Restless Legs Syndrome,Gabapentin,9,55
Major Depressive Disorde,Venlafaxine,10,11
Birth Control,Etonogestrel,1,4
Weight Loss,Lorcaserin,10,64
0</span> users found this comment helpful.,Sprintec,2,0
Birth Control,Estarylla,5,0
Anxiety,Escitalopram,9,59
Weight Loss,Belviq,9,13
moterol),Budesonide / formoterol,7,109
Acne,Dapsone,8,9
Depression,Citalopram,10,32
Birth Control,Yaz,3,4
Back Pain,Tramadol,8,38
Birth Control,Copper,8,3
Weight Loss,Contrave,1,10
Birth Control,Ethinyl estradiol / norethindrone,1,6
Endometriosis,Depo-Provera,1,18
Bipolar Disorde,Quetiapine,8,26
Skin or Soft Tissue Infection,Ciprofloxacin,8,6
Opiate Withdrawal,Methadone,10,38
Birth Control,Ethinyl estradiol / norethindrone,10,161
"Diabetes, Type 2",Amaryl,7,59
Hepatitis C,Harvoni,10,19
Hyperhidrosis,Drysol,10,26
Urinary Tract Infection,Septra,1,19
Emergency Contraception,Levonorgestrel,10,1
Nausea/Vomiting,Prochlorperazine,1,4
Emergency Contraception,Next Choice,10,15
Ulcerative Colitis,Prednisone,9,57
High Blood Pressure,Hydrochlorothiazide / losartan,9,33
Acne,Tretinoin,5,7
HIV Infection,Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,10,3
Diverticulitis,Metronidazole,7,24
Obesity,Liraglutide,10,7
Psoriasis,Adalimumab,1,8
Birth Control,Mirena,5,9
Perioral Dermatitis,Elidel,1,3
Obesity,Phentermine / topiramate,7,60
Birth Control,Apri,5,4
Seizures,Keppra,1,9
Birth Control,Norethindrone,8,6
Obesity,Bupropion / naltrexone,9,15
Anxiety and Stress,Citalopram,10,30
1</span> users found this comment helpful.,Stimate,10,1
Diaper Rash,Calmoseptine,10,7
Diarrhea,Atropine / diphenoxylate,10,12
Osteoarthritis,Naproxen,7,29
Plaque Psoriasis,Apremilast,1,14
Birth Control,Ethinyl estradiol / norgestimate,4,2
Birth Control,Levonorgestrel,9,4
Obesity,Saxenda,6,17
Back Pain,Aspirin,9,25
Insomnia,Trazodone,2,7
Bipolar Disorde,Quetiapine,9,35
Nausea/Vomiting,Prochlorperazine,9,28
Birth Control,Mirena,10,234
Hepatitis C,Harvoni,10,19
Neuropathic Pain,Pregabalin,3,19
Birth Control,Sronyx,10,5
ibromyalgia,Pregabalin,4,21
Insomnia,Ambien,5,11
Anxiety,Klonopin,9,58
Birth Control,Etonogestrel,1,6
Sinusitis,Amoxicillin / clavulanate,10,57
Birth Control,Ethinyl estradiol / levonorgestrel,10,21
Acne,Clarifoam EF,9,11
Birth Control,Ethinyl estradiol / norethindrone,1,2
Obesity,Lorcaserin,10,101
Depression,Bupropion,10,10
Depression,Bupropion,1,26
Schizoaffective Disorde,Zyprexa,10,28
ADHD,Lisdexamfetamine,9,1
High Cholesterol,Atorvastatin,3,151
Nausea/Vomiting,Trimethobenzamide,10,4
Bacterial Infection,Amoxicillin / clavulanate,8,12
Bipolar Disorde,Lithium,1,64
"Constipation, Chronic",Polyethylene glycol 3350 with electrolytes,10,26
Weight Loss,Phentermine,10,26
Insomnia,Lorazepam,9,93
Vaginal Yeast Infection,Tioconazole,8,5
Birth Control,Implanon,7,2
High Blood Pressure,Carvedilol,1,12
Acne,Spironolactone,9,7
Depression,Desvenlafaxine,10,98
Birth Control,ParaGard,9,17
Emergency Contraception,Plan B,1,4
Influenza,Oseltamivir,10,5
Vaginal Yeast Infection,Miconazole,1,3
Vaginal Yeast Infection,Fluconazole,1,5
Birth Control,Yaz,3,5
Osteoporosis,Prolia,10,45
Depression,Desvenlafaxine,9,6
GERD,Nexium,6,45
Benign Essential Trem,Primidone,9,50
Birth Control,Etonogestrel,1,0
Bowel Preparation,Polyethylene glycol 3350 with electrolytes,10,4
Sinus Symptoms,Dexbrompheniramine / pseudoephedrine,10,10
Pain,Ultracet,10,41
Postmenopausal Symptoms,Estradiol,1,6
Emergency Contraception,Levonorgestrel,10,4
Depression,Seroquel XR,10,90
Obsessive Compulsive Disorde,Venlafaxine,7,2
Acne,Isotretinoin,10,16
Psoriasis,Mometasone,9,9
Abnormal Uterine Bleeding,Levonorgestrel,3,4
Birth Control,Depo-Provera,6,9
Generalized Anxiety Disorde,Escitalopram,8,69
"Breast Cancer, Prevention",Tamoxifen,7,28
Insomnia,Doxepin,8,38
Hyperhidrosis,Hypercare,8,18
High Blood Pressure,Metoprolol,9,116
Smoking Cessation,Varenicline,10,26
Birth Control,Nexplanon,10,9
Birth Control,Cryselle,3,4
Birth Control,Implanon,10,6
Chronic Pain,Fentanyl Transdermal System,8,35
Urinary Tract Stones,Flomax,10,83
"Gout, Acute",Colcrys,1,18
Hepatitis C,Sofosbuvir / velpatasvir,5,11
Birth Control,Liletta,5,6
Anxiety,Lorazepam,10,20
Depression,Fluoxetine,9,49
Opiate Dependence,Buprenorphine / naloxone,10,52
Weight Loss,Contrave,10,3
Asthma,Montelukast,5,46
Vaginal Yeast Infection,Miconazole,9,9
Obesity,Liraglutide,10,55
Birth Control,Ethinyl estradiol / norethindrone,1,4
Acne,Yasmin,10,7
Acne,Loestrin 24 Fe,5,31
Plaque Psoriasis,Otezla,9,71
GERD,Dexlansoprazole,10,0
Birth Control,ParaGard,10,18
Pain,Oxymorphone,9,22
Erectile Dysfunction,Cialis,7,71
Birth Control,Ethinyl estradiol / norelgestromin,6,24
Postherpetic Neuralgia,Gabapentin,10,3
Birth Control,ParaGard,1,1
Urinary Tract Stones,Flomax,10,34
Birth Control,Ethinyl estradiol / levonorgestrel,1,1
Bacterial Skin Infection,Bactrim DS,8,30
Hypercalcemia of Malignancy,Denosumab,1,7
Birth Control,Loestrin 24 Fe,3,0
"Diabetes, Type 2",Saxagliptin,10,17
HIV Infection,Genvoya,7,12
Birth Control,Falmina,1,2
Panic Disorde,Xanax,10,44
Birth Control,Falmina,10,1
Obesity,Liraglutide,10,27
Basal Cell Carcinoma,Imiquimod,10,1
Birth Control,Ortho Tri-Cyclen Lo,9,18
Urticaria,Xolair,10,15
Insomnia,Belsomra,8,40
Alcohol Dependence,Acamprosate,10,142
Abnormal Uterine Bleeding,Ethinyl estradiol / norgestimate,2,1
Allergic Rhinitis,Omnaris,10,0
Obesity,Saxenda,7,16
Sinusitis,Levofloxacin,1,16
Pain,Neurontin,8,52
Rheumatoid Arthritis,Orencia,10,88
Anal Fissure and Fistula,Rectiv,8,21
Birth Control,Skyla,10,5
Birth Control,Apri,9,20
Depression,Trazodone,3,20
"Crohn's Disease, Maintenance",Mesalamine,8,11
Bipolar Disorde,Lamotrigine,10,45
Anxiety,Diazepam,8,18
Birth Control,Sprintec,10,12
Depression,Desvenlafaxine,1,28
Nausea/Vomiting,Zofran,10,4
Depression,Bupropion,9,89
Birth Control,Levonorgestrel,10,3
Acne,Accutane,9,8
Smoking Cessation,Varenicline,10,20
Birth Control,Drospirenone / ethinyl estradiol,7,20
Head Lice,Spinosad,9,61
Birth Control,Ethinyl estradiol / norethindrone,1,12
Birth Control,Ethinyl estradiol / norethindrone,2,2
ADHD,Focalin,8,16
Sinusitis,Clindamycin,10,64
ibromyalgia,Pregabalin,9,19
Prevention of Bladder infection,Nitrofurantoin,10,20
Helicobacter Pylori Infection,Clarithromycin,8,17
Irritable Bowel Syndrome,Chlordiazepoxide / clidinium,9,47
Acne,Dapsone,2,9
Angina,Ranolazine,5,20
Osteoporosis,Actonel,4,103
Birth Control,Ethinyl estradiol / norethindrone,10,1
Depression,Zyprexa,7,24
Cough,Vicodin ES,2,12
Erectile Dysfunction,Levitra,8,168
Weight Loss,Belviq,10,120
Birth Control,Levonorgestrel,4,15
Anxiety,Hydroxyzine,1,76
Insomnia,Suvorexant,1,43
Birth Control,Implanon,2,5
Diabetic Kidney Disease,Ramipril,9,37
Opiate Dependence,Buprenorphine / naloxone,10,30
Bipolar Disorde,Saphris,10,28
Insomnia,Ambien,10,42
Anxiety,Xanax,8,31
Postmenopausal Symptoms,Pristiq,10,20
HIV Infection,Efavirenz / emtricitabine / tenofovir,10,12
Bacterial Vaginitis,Metronidazole,5,5
Irritable Bowel Syndrome,Linzess,9,53
Irritable Bowel Syndrome,Dicyclomine,10,59
Chronic Pain,Fentanyl,10,71
Emergency Contraception,Plan B,10,2
Alzheimer's Disease,Rivastigmine,6,2
Obesity,Bupropion / naltrexone,10,26
Allergic Rhinitis,Fluticasone,10,16
Hepatitis C,Sofosbuvir / velpatasvir,10,20
Birth Control,Nexplanon,5,0
Autism,Risperidone,5,1
Birth Control,NuvaRing,8,0
Bowel Preparation,Suprep Bowel Prep Kit,1,10
Bronchitis,Clarithromycin,10,57
"Constipation, Drug Induced",Movantik,10,26
Pain,Acetaminophen / hydrocodone,9,15
Birth Control,Etonogestrel,9,3
Birth Control,Minastrin 24 Fe,1,4
Birth Control,Depo-Provera,10,47
"Herpes Simplex, Suppression",Lysine,10,52
Asthma,Fluticasone / vilanterol,10,6
Anxiety and Stress,Sertraline,5,14
Depression,Effexor XR,4,9
Birth Control,Desogestrel / ethinyl estradiol,8,3
Osteoarthritis,Capsaicin,5,19
Pain,Oxymorphone,10,135
Benign Prostatic Hyperplasia,Dutasteride,5,102
Bipolar Disorde,Tegretol,9,86
Birth Control,Copper,9,12
Generalized Anxiety Disorde,Duloxetine,9,55
Bipolar Disorde,Quetiapine,10,54
HIV Infection,Cobicistat / elvitegravir / emtricitabine / tenofovir,2,4
Birth Control,Skyla,2,3
Weight Loss,Phentermine,10,11
Anxiety,Vistaril,3,57
Birth Control,Etonogestrel,10,0
Obesity,Bupropion / naltrexone,10,107
Birth Control,Ethinyl estradiol / norgestimate,10,12
Birth Control,Nora-Be,6,27
Birth Control,Ethinyl estradiol / levonorgestrel,1,15
"COPD, Maintenance",Fluticasone / salmeterol,9,9
Panic Disorde,Clonazepam,1,18
Birth Control,Implanon,10,13
Insomnia,Silenor,2,35
Cough,Delsym,1,34
Juvenile Idiopathic Arthritis,Humira,10,5
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,1,6
Osteoarthritis,Hylan g-f 20,10,35
Acne,Epiduo,9,48
Edema,Lasix,8,85
Skin or Soft Tissue Infection,Clarithromycin,3,18
Ulcerative Colitis,Lialda,10,6
Urinary Tract Infection,Bactrim,1,19
ibromyalgia,Pregabalin,9,40
Pain,Dilaudid,10,12
Birth Control,Implanon,8,3
Birth Control,Lo Loestrin Fe,6,19
Obesity,Bupropion / naltrexone,1,11
Rosacea,MetroCream,8,74
Anxiety,Effexor XR,9,179
Acne,Adapalene / benzoyl peroxide,2,23
Anxiety,Tramadol,10,76
Asperger Syndrome,Risperidone,2,7
Obesity,Belviq,9,159
Anxiety and Stress,Celexa,7,8
Birth Control,Quasense,7,5
Birth Control,Mirena,8,1
Birth Control,Tri-Lo-Sprintec,1,6
Obesity,Saxenda,9,9
High Blood Pressure,Terazosin,7,12
Pain,Tylenol with Codeine #3,3,10
Acne,Tretinoin,5,2
Acne,Minocin,1,12
Birth Control,Implanon,8,3
Anxiety,Clonazepam,10,52
ADHD,Lisdexamfetamine,2,14
"Diabetes, Type 2",Byetta,10,18
Birth Control,Mirena,10,18
Endometriosis,Ethinyl estradiol / norgestimate,8,8
Cough,Dextromethorphan,5,1
ADHD,Amphetamine / dextroamphetamine,8,49
Birth Control,Estarylla,10,12
Anxiety,Alprazolam,9,27
Generalized Anxiety Disorde,Lexapro,10,47
Mania,Depakote,9,33
Vaginal Yeast Infection,Tioconazole,9,15
Weight Loss,Fastin,1,41
Birth Control,Nexplanon,5,10
Insomnia,Belsomra,8,19
Bipolar Disorde,Topiramate,2,29
"Diabetes, Type 2",Trulicity,8,17
ibromyalgia,Cymbalta,9,44
Bipolar Disorde,Zyprexa,10,17
Acne,Ethinyl estradiol / norgestimate,9,3
Birth Control,NuvaRing,10,4
Birth Control,Depo-Provera,8,1
Birth Control,Taytulla,1,1
Muscle Spasm,Lorzone,7,105
"Hypogonadism, Male",Testosterone,1,11
Birth Control,Etonogestrel,1,4
Bipolar Disorde,Lamotrigine,9,41
Bipolar Disorde,Geodon,8,4
Cough,Chlorpheniramine / hydrocodone,10,25
Depression,Escitalopram,10,7
COPD,Fluticasone / vilanterol,5,28
Depression,Celexa,9,13
Anxiety,BuSpar,3,26
Anxiety,Xanax XR,10,75
Weight Loss,Qsymia,3,67
Herpes Simplex,Abreva,5,4
Birth Control,Microgestin Fe 1 / 20,6,13
Depression,Duloxetine,7,33
Hyperhidrosis,Oxybutynin,9,92
Anxiety,Gabapentin,10,67
Weight Loss,Phentermine,8,44
"Diabetes, Type 2",Trulicity,4,9
Birth Control,Aviane,10,1
Birth Control,Levonorgestrel,9,1
Herpes Simplex,Abreva,10,26
Smoking Cessation,Varenicline,10,19
Birth Control,Ethinyl estradiol / norethindrone,6,8
Vaginal Yeast Infection,Fluconazole,10,21
Interstitial Cystitis,Phenazopyridine,10,42
"Onychomycosis, Toenail",Ciclopirox,9,39
Depression,Niacin,10,34
Nausea/Vomiting of Pregnancy,Doxylamine / pyridoxine,2,7
Obesity,Liraglutide,8,0
Vitamin/Mineral Supplementation during Pregnancy/Lactation,CitraNatal 90 DHA,10,16
Obesity,Bupropion / naltrexone,7,57
Anxiety,Diazepam,10,0
Pain,Acetaminophen / oxycodone,10,4
,Paliperidone,1,19
Panic Disorde,Sertraline,9,12
Crohn's Disease,Mesalamine,1,17
Depression,Sertraline,10,36
Generalized Anxiety Disorde,Lexapro,10,100
Birth Control,Etonogestrel,8,7
Generalized Anxiety Disorde,Paxil,10,20
Opiate Dependence,Subutex,9,43
ADHD,Amphetamine / dextroamphetamine,10,98
Bacterial Skin Infection,Sulfamethoxazole / trimethoprim,6,4
Acne,Isotretinoin,4,6
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,10,35
105</span> users found this comment helpful.,Viagra,10,105
Anesthesia,Propofol,10,10
Birth Control,Seasonique,1,3
Vaginal Yeast Infection,Tioconazole,10,2
Osteoarthritis,Diclofenac / misoprostol,10,58
Anxiety,Hydroxyzine,1,18
Birth Control,Skyla,1,3
Ankylosing Spondylitis,Adalimumab,9,22
Acne,Loestrin 24 Fe,3,6
Major Depressive Disorde,Effexor XR,8,21
Birth Control,Nexplanon,2,7
Weight Loss,Phentermine,10,1
COPD,Tudorza Pressair,10,26
Schizophrenia,Paliperidone,9,47
Depression,Vortioxetine,10,46
Seizure Prevention,Lamictal,6,26
Anxiety,Escitalopram,10,86
Depression,Zoloft,5,0
Depression,Viibryd,10,64
Bacterial Vaginitis,Metronidazole,9,28
Weight Loss,Liraglutide,10,23
Smoking Cessation,Varenicline,10,16
Weight Loss,Phentermine / topiramate,9,68
Hirsutism,Eflornithine,10,32
Back Pain,Tramadol,1,14
Anxiety,Valium,10,11
Depression,Escitalopram,10,16
Lipodystrophy,Tesamorelin,6,19
Prostate Cance,Bicalutamide,7,41
Insomnia,Mirtazapine,10,44
Asthma,Montelukast,10,78
Emergency Contraception,Plan B One-Step,10,78
Birth Control,Ethinyl estradiol / norethindrone,4,7
Macular Degeneration,Aflibercept,7,26
